id,name,country,city,sources,source_count,certifications_count,certification_names,has_jci,jci_accreditation_date,jci_expiry_date,total_score,certification_score,quality_initiatives_score,patient_feedback_score,website,last_updated
,Gurutzetako Unibertsitate Ospitalea,Spain,,,0,0,,no,,,,,,,,
,Hospital of Gorliz,Spain,,,0,0,,no,,,,,,,,
,"Hospital de Navarra, Pamplona",Spain,,,0,0,,no,,,,,,,,
,Q9004947,Argentina,,,0,0,,no,,,,,,,,
,Hospital del Divino Salvador,Mexico,,,0,0,,no,,,,,,,,
,Hospital del Mar,Spain,,,0,0,,no,,,,,,,,
,NTT Medical Center Tokyo,Japan,,,0,0,,no,,,,,,,,
,Santa Fe de Mexico,Mexico,,,0,0,,no,,,,,,,,
,Children's Health Ireland at Temple Street,Ireland,,,0,0,,no,,,,,,,,
,Children's of Alabama,United States,,,0,0,,no,,,,,,,,
,Children Complex Multan,Pakistan,,,0,0,,no,,,,,,,,
,Chilton Medical Center,United States,,,0,0,,no,,,,,,,,
,Chimala Mission Hospital,Tanzania,,,0,0,,no,,,,,,,,
,Chinese General Hospital and Medical Center,Philippines,,,0,0,,no,,,,,,,,
,Chiniot General Hospital,Pakistan,,,0,0,,no,,,,,,,,
,Chino Valley Medical Center,United States,,,0,0,,no,,,,,,,,
,Chinook Regional Hospital,Canada,,,0,0,,no,,,,,,,,
,Cho Ray Hospital,Vietnam,,,0,0,,no,,,,,,,,
,Cholera Hospital,United States,,,0,0,,no,,,,,,,,
,Chong Hua Hospital,Philippines,,,0,0,,no,,,,,,,,
,Chorley and South Ribble District General Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Chowan Hospital,United States,,,0,0,,no,,,,,,,,
,Christian Hospital Serkawn,India,,,0,0,,no,,,,,,,,
,Christus Santa Rosa health system,United States,,,0,0,,no,,,,,,,,
,Church Home and Hospital,United States,,,0,0,,no,,,,,,,,
,Churchill Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Cincinnati Children's Hospital Medical Center,United States,,,0,0,,no,,,,,,,,
,Cincinnati Work House and Hospital,United States,,,0,0,,no,,,,,,,,
,Cirque Lodge,United States,,,0,0,,no,,,,,,,,
,CityPlex Towers,United States,,,0,0,,no,,,,,,,,
,"City Hospital, Birmingham",United Kingdom,,,0,0,,no,,,,,,,,
,City of Hope National Medical Center,United States,,,0,0,,no,,,,,,,,
,"Civil Hospital, Aizawl",India,,,0,0,,no,,,,,,,,
,Civista Medical Center,United States,,,0,0,,no,,,,,,,,
,Clara Maass Medical Center,United States,,,0,0,,no,,,,,,,,
,Clara Swain Hospital,India,,,0,0,,no,,,,,,,,
,Claremont Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Clarinda Treatment Complex,United States,,,0,0,,no,,,,,,,,
,Clark Fork Valley Hospital,United States,,,0,0,,no,,,,,,,,
,Claybury Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Clement Atkinson Memorial Hospital,United States,,,0,0,,no,,,,,,,,
,Clifton T. Perkins Hospital Center,United States,,,0,0,,no,,,,,,,,
,Clinical Center of Vojvodina,Serbia,,,0,0,,no,,,,,,,,
,Clinical Hospital Mostar,Bosnia and Herzegovina,,,0,0,,no,,,,,,,,
,Dubrava Clinical Hospital,Croatia,,,0,0,,no,,,,,,,,
,Clinique Ambroise Paré,Guinea,,,0,0,,no,,,,,,,,
,Clinique Chiva,Mauritania,,,0,0,,no,,,,,,,,
,Cloete Joubert Hospital,South Africa,,,0,0,,no,,,,,,,,
,Cloud County Health Center,United States,,,0,0,,no,,,,,,,,
,Coalinga State Hospital,United States,,,0,0,,no,,,,,,,,
,Coffee Regional Medical Center,United States,,,0,0,,no,,,,,,,,
,Cofimvaba Hospital,South Africa,,,0,0,,no,,,,,,,,
,Coler-Goldwater Specialty Hospital,United States,,,0,0,,no,,,,,,,,
,College Hospital,United States,,,0,0,,no,,,,,,,,
,College of Medicine & JNM Hospital,India,,,0,0,,no,,,,,,,,
,Collingwood Stockade,Australia,,,0,0,,no,,,,,,,,
,Columbia Hospital for Women,United States,,,0,0,,no,,,,,,,,
,Combined Military Hospital Jhelum,Pakistan,,,0,0,,no,,,,,,,,
,Combined Military Hospital Rawalpindi,Pakistan,,,0,0,,no,,,,,,,,
,Commonwealth Center for Children and Adolescents,United States,,,0,0,,no,,,,,,,,
,National Centre for Infectious Diseases,Singapore,,,0,0,,no,,,,,,,,
,Community Hospital East,United States,,,0,0,,no,,,,,,,,
,Community Hospital North,United States,,,0,0,,no,,,,,,,,
,Community Medical Center Long Beach,United States,,,0,0,,no,,,,,,,,
,Community Hospital of the Monterey Peninsula,United States,,,0,0,,no,,,,,,,,
,Community Hospital of San Bernardino,United States,,,0,0,,no,,,,,,,,
,Community Medical Center,United States,,,0,0,,no,,,,,,,,
,Community Memorial Hospital,United States,,,0,0,,no,,,,,,,,
,Community Regional Medical Center,United States,,,0,0,,no,,,,,,,,
,Concord Hospital,United States,,,0,0,,no,,,,,,,,
,Concord Repatriation General Hospital,Australia,,,0,0,,no,,,,,,,,
,Concordia Hospital,Canada,,,0,0,,no,,,,,,,,
,Coney Island Hospital,United States,,,0,0,,no,,,,,,,,
,Connaught Hospital,Sierra Leone,,,0,0,,no,,,,,,,,
,Connecticut Children's Medical Center,United States,,,0,0,,no,,,,,,,,
,Connecticut Valley Hospital,United States,,,0,0,,no,,,,,,,,
,Connolly Hospital,Ireland,,,0,0,,no,,,,,,,,
,Conquest Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,The Coombe Hospital,Ireland,,,0,0,,no,,,,,,,,
,Cooper Green Mercy Hospital,United States,,,0,0,,no,,,,,,,,
,Cooper Hospital,India,,,0,0,,no,,,,,,,,
,Cooper University Hospital,United States,,,0,0,,no,,,,,,,,
,Copper Bell Bed and Breakfast,United States,,,0,0,,no,,,,,,,,
,Corbett Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Corinne Goldsmith Dickinson Center for Multiple Sclerosis,United States,,,0,0,,no,,,,,,,,
,Cork Medical Centre,Ireland,,,0,0,,no,,,,,,,,
,"Cork Street Fever Hospital, Dublin",Ireland,,,0,0,,no,,,,,,,,
,Corozal Hospital,Belize,,,0,0,,no,,,,,,,,
,Corpus Christi Memorial Hospital,United States,,,0,0,,no,,,,,,,,
,Corstorphine Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Cossham Memorial Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Cottage Grove Community Hospital,United States,,,0,0,,no,,,,,,,,
,Cottage Medi-Clinic,Namibia,,,0,0,,no,,,,,,,,
,Countess of Chester Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,County Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Cowal Community Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Cradock Provincial Hospital,South Africa,,,0,0,,no,,,,,,,,
,Craig Hospital,United States,,,0,0,,no,,,,,,,,
,Craigavon Area Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Cranberry Specialty Hospital,United States,,,0,0,,no,,,,,,,,
,Crawley Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Hôtel-Dieu de Belleville,France,,,0,0,,no,,,,,,,,
,Hôtel-Dieu de Caen,France,,,0,0,,no,,,,,,,,
,Médiathèque de l'Hôtel-Dieu,France,,,0,0,,no,,,,,,,,
,Hôtel-Dieu de Lons-le-Saunier,France,,,0,0,,no,,,,,,,,
,Hôtel-Dieu de Louhans,France,,,0,0,,no,,,,,,,,
,Hôtel-Dieu de Montréal,Canada,,,0,0,,no,,,,,,,,
,Hôtel-Dieu (Provins),France,,,0,0,,no,,,,,,,,
,Hôtel-Dieu (Thonon-les-Bains),France,,,0,0,,no,,,,,,,,
,Hôtel-Dieu à Rouen,France,,,0,0,,no,,,,,,,,
,Hôtel-Dieu de Québec,Canada,,,0,0,,no,,,,,,,,
,Hôtel-Dieu de Tournus,France,,,0,0,,no,,,,,,,,
,Q3146247,France,,,0,0,,no,,,,,,,,
,Infirmerie psychiatrique de la préfecture de police,France,,,0,0,,no,,,,,,,,
,Philippe Pinel Institute,Canada,,,0,0,,no,,,,,,,,
,Q3151812,Tunisia,,,0,0,,no,,,,,,,,
,Montreal Heart Institute,Canada,,,0,0,,no,,,,,,,,
,Institut de réadaptation Gingras-Lindsay-de-Montréal,Canada,,,0,0,,no,,,,,,,,
,Montreal Neurological Institute and Hospital,Canada,,,0,0,,no,,,,,,,,
,Hertford British Hospital,France,,,0,0,,no,,,,,,,,
,L'Institut Mutualiste Montsouris,France,,,0,0,,no,,,,,,,,
,Montreal Chest Institute,Canada,,,0,0,,no,,,,,,,,
,University Institute of Cardiology and Pulmonology,Canada,,,0,0,,no,,,,,,,,
,University Institute of Mental Health,Canada,,,0,0,,no,,,,,,,,
,Douglas Mental Health University Institute,Canada,,,0,0,,no,,,,,,,,
,Jackson Memorial Hospital,United States,,,0,0,,no,,,,,,,,
,Q3234536,France,,,0,0,,no,,,,,,,,
,Q3234983,Belgium,,,0,0,,no,,,,,,,,
,Bumrungrad Hospital,Thailand,,,0,0,,no,,,,,,,,
,Jawaharlal Institute of Postgraduate Medical Education and Research,India,,,0,0,,no,,,,,,,,
,Sint-Andriesziekenhuis,Belgium,,,0,0,,no,,,,,,,,
,Makati Medical Center,Philippines,,,0,0,,no,,,,,,,,
,OLVG West,Netherlands,,,0,0,,no,,,,,,,,
,Q3271954,Brazil,,,0,0,,no,,,,,,,,
,Q3272828,Brazil,,,0,0,,no,,,,,,,,
,Arsenal de la Carraca,Spain,,,0,0,,no,,,,,,,,
,Hospital Militar de San Carlos,Spain,,,0,0,,no,,,,,,,,
,Coignard House,France,,,0,0,,no,,,,,,,,
,maison Michel-Sarrazin,Canada,,,0,0,,no,,,,,,,,
,Q3281430,France,,,0,0,,no,,,,,,,,
,Maladrerie Saint-Lazare de Voisinlieu,France,,,0,0,,no,,,,,,,,
,Manchester Royal Infirmary,United Kingdom,,,0,0,,no,,,,,,,,
,Sahlgrenska University Hospital,Sweden,,,0,0,,no,,,,,,,,
,Maternité suisse d'Elne,France,,,0,0,,no,,,,,,,,
,Q3332671,France,,,0,0,,no,,,,,,,,
,National Hospital for Neurology and Neurosurgery,United Kingdom,,,0,0,,no,,,,,,,,
,Norwalk Hospital,United States,,,0,0,,no,,,,,,,,
,Q3345109,France,,,0,0,,no,,,,,,,,
,Rigshospitalet,Denmark,,,0,0,,no,,,,,,,,
,Palais des Évêques,France,,,0,0,,no,,,,,,,,
,Q3373049,Brazil,,,0,0,,no,,,,,,,,
,Hvidovre Hospital,Denmark,,,0,0,,no,,,,,,,,
,Bispebjerg Hospital,Denmark,,,0,0,,no,,,,,,,,
,Herlev Hospital,Denmark,,,0,0,,no,,,,,,,,
,hospice des Petites-Maisons,France,,,0,0,,no,,,,,,,,
,Hyeminseo,South Korea,,,0,0,,no,,,,,,,,
,Q3395513,Ivory Coast,,,0,0,,no,,,,,,,,
,Q3395516,Ivory Coast,,,0,0,,no,,,,,,,,
,Q3395518,Ivory Coast,,,0,0,,no,,,,,,,,
,Aleksandrovska University Hospital,Bulgaria,,,0,0,,no,,,,,,,,
,First Town Hospital,Serbia,,,0,0,,no,,,,,,,,
,Norwegian Radium Hospital,Norway,,,0,0,,no,,,,,,,,
,Regelbau 638,Norway,,,0,0,,no,,,,,,,,
,Trinité Hospital,Haiti,,,0,0,,no,,,,,,,,
,Rotunda Hospital,Ireland,,,0,0,,no,,,,,,,,
,Royal South Sydney Hospital,Australia,,,0,0,,no,,,,,,,,
,Q3469814,France,,,0,0,,no,,,,,,,,
,Q3472274,Argentina,,,0,0,,no,,,,,,,,
,Q3472276,Argentina,,,0,0,,no,,,,,,,,
,Battle Creek Sanitarium,United States,,,0,0,,no,,,,,,,,
,Sherbrooke Hospital,Canada,,,0,0,,no,,,,,,,,
,St George's Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,AZ Sint-Lucas,Belgium,,,0,0,,no,,,,,,,,
,University Hospital Centre Zagreb,Croatia,,,0,0,,no,,,,,,,,
,United States Marine Hospital of Louisville,United States,,,0,0,,no,,,,,,,,
,University College Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Women's College Hospital,Canada,,,0,0,,no,,,,,,,,
,Q3577900,France,,,0,0,,no,,,,,,,,
,Q3591546,Algeria,,,0,0,,no,,,,,,,,
,Q3591610,Switzerland,,,0,0,,no,,,,,,,,
,National Institute of Mental Health and Neurosciences,India,,,0,0,,no,,,,,,,,
,Q3618639,Italy,,,0,0,,no,,,,,,,,
,ospedale di Santo Spirito in Sassia,Italy,,,0,0,,no,,,,,,,,
,Azienda Ospedaliera Universitaria di Ferrara Arcispedale Sant'Anna,Italy,,,0,0,,no,,,,,,,,
,ospedale per Convalescenti,Italy,,,0,0,,no,,,,,,,,
,Azienda ospedaliero  universitaria San Giovanni Battista,Italy,,,0,0,,no,,,,,,,,
,Monnow Vale Integrated Health and Social Care Facility,United Kingdom,,,0,0,,no,,,,,,,,
,"University of Milan, Ca' Granda headquarters",Italy,,,0,0,,no,,,,,,,,
,Milan anti-poison center,Italy,,,0,0,,no,,,,,,,,
,Fondazione Centro Nazionale Adroterapia Oncologica,Italy,,,0,0,,no,,,,,,,,
,Q3664772,Italy,,,0,0,,no,,,,,,,,
,Research Medical Center,United States,,,0,0,,no,,,,,,,,
,Research Medical Center-Brookside Campus,United States,,,0,0,,no,,,,,,,,
,Rex Hospital,United States,,,0,0,,no,,,,,,,,
,Rhode Island Hospital,United States,,,0,0,,no,,,,,,,,
,Richard M. Ross Heart Hospital,United States,,,0,0,,no,,,,,,,,
,Richmond Hospital,Canada,,,0,0,,no,,,,,,,,
,Richmond University Medical Center,United States,,,0,0,,no,,,,,,,,
,Rideout Memorial Hospital,United States,,,0,0,,no,,,,,,,,
,Ridgecrest Regional Hospital,United States,,,0,0,,no,,,,,,,,
,Ringerike Hospital,Norway,,,0,0,,no,,,,,,,,
,Riordan Clinic,United States,,,0,0,,no,,,,,,,,
,"Rivendell Child, Adolescent and Family Unit",Australia,,,0,0,,no,,,,,,,,
,Riverdell Hospital,United States,,,0,0,,no,,,,,,,,
,Riverside University Health System - Medical Center,United States,,,0,0,,no,,,,,,,,
,Riverside Medical Center,United States,,,0,0,,no,,,,,,,,
,Riverside Methodist Hospital,United States,,,0,0,,no,,,,,,,,
,Riverside Osteopathic Hospital,United States,,,0,0,,no,,,,,,,,
,Riverview Health Centre,Canada,,,0,0,,no,,,,,,,,
,Riverview Hospital,Canada,,,0,0,,no,,,,,,,,
,Roanoke-Chowan Hospital,United States,,,0,0,,no,,,,,,,,
,Robert Bosch Hospital,Germany,,,0,0,,no,,,,,,,,
,Robert Jones and Agnes Hunt Orthopaedic Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Kuala Lumpur Hospital,Malaysia,,,0,0,,no,,,,,,,,
,Hospital Besut,Malaysia,,,0,0,,no,,,,,,,,
,Kuala Kangsar hospital,Malaysia,,,0,0,,no,,,,,,,,
,Ampang Puteri Specialist Hospital,Malaysia,,,0,0,,no,,,,,,,,
,Damansara Specialist Hospital,Malaysia,,,0,0,,no,,,,,,,,
,Hospital Parit Buntar,Malaysia,,,0,0,,no,,,,,,,,
,Hospital Raja Permaisuri Bainun,Malaysia,,,0,0,,no,,,,,,,,
,Hospital WP Labuan,Malaysia,,,0,0,,no,,,,,,,,
,Robert Wood Johnson University Hospital New Brunswick,United States,,,0,0,,no,,,,,,,,
,Robina Hospital,Australia,,,0,0,,no,,,,,,,,
,Robinson Memorial Hospital,United States,,,0,0,,no,,,,,,,,
,Robsart Hospital,Canada,,,0,0,,no,,,,,,,,
,Rocky Mountain Poison & Drug Safety,United States,,,0,0,,no,,,,,,,,
,Rockyview General Hospital,Canada,,,0,0,,no,,,,,,,,
,Roger Williams Medical Center,United States,,,0,0,,no,,,,,,,,
,Roman Catholic Hospital,Namibia,,,0,0,,no,,,,,,,,
,Ronald O. Perelman Heart Institute,United States,,,0,0,,no,,,,,,,,
,Rookwood Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Roque Sáenz Peña Hospital,Argentina,,,0,0,,no,,,,,,,,
,Roscommon University Hospital,Ireland,,,0,0,,no,,,,,,,,
,Rose Medical Center,United States,,,0,0,,no,,,,,,,,
,Rosewood Center,United States,,,0,0,,no,,,,,,,,
,Roswell Park Comprehensive Cancer Center,United States,,,0,0,,no,,,,,,,,
,Centenary Hospital,Canada,,,0,0,,no,,,,,,,,
,Round Top hospitals,United States,,,0,0,,no,,,,,,,,
,Rowan Regional Medical Center,United States,,,0,0,,no,,,,,,,,
,Rowley Regis Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Aberdeen Children's Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Alexandra Children's Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,"Royal Alexandra Hospital, Edmonton",Canada,,,0,0,,no,,,,,,,,
,"Royal Alexandra Hospital, Paisley",United Kingdom,,,0,0,,no,,,,,,,,
,Royal Belfast Hospital for Sick Children,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Berkshire Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Bournemouth Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Brisbane and Women's Hospital,Australia,,,0,0,,no,,,,,,,,
,Royal Brompton Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Buckinghamshire Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal City of Dublin Hospital,Ireland,,,0,0,,no,,,,,,,,
,Royal Columbian Hospital,Canada,,,0,0,,no,,,,,,,,
,Royal Cornhill Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Cornwall Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Darwin Hospital,Australia,,,0,0,,no,,,,,,,,
,Royal Derby Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Edinburgh Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Glamorgan Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Gwent Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Hallamshire Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Hampshire County Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,"Royal Hospital, Donnybrook",Ireland,,,0,0,,no,,,,,,,,
,Royal Hospital for Neuro-disability,United Kingdom,,,0,0,,no,,,,,,,,
,"Royal Hospital for Sick Children, Glasgow",United Kingdom,,,0,0,,no,,,,,,,,
,Royal Hospital for Women,Australia,,,0,0,,no,,,,,,,,
,Royal Jubilee Hospital,Canada,,,0,0,,no,,,,,,,,
,Royal Leamington Spa Rehabilitation Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Liverpool University Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal London Hospital for Integrated Medicine,United Kingdom,,,0,0,,no,,,,,,,,
,The Royal London Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal National Orthopaedic Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,"Royal National Throat, Nose and Ear Hospital",United Kingdom,,,0,0,,no,,,,,,,,
,Royal Newcastle Hospital,Australia,,,0,0,,no,,,,,,,,
,Royal Northern Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Oldham Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Ottawa Mental Health Centre,Canada,,,0,0,,no,,,,,,,,
,Royal Orthopaedic Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Park Hospital,Australia,,,0,0,,no,,,,,,,,
,Royal Portsmouth Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Prince Alfred Hospital,Australia,,,0,0,,no,,,,,,,,
,Royal Public Dispensary of Edinburgh,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Shrewsbury Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal South Hants Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Surrey County Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal Sussex County Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal United Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Royal University Hospital,Canada,,,0,0,,no,,,,,,,,
,Royal Victoria Eye and Ear Hospital,Ireland,,,0,0,,no,,,,,,,,
,"Royal Victoria Hospital, Barrie",Canada,,,0,0,,no,,,,,,,,
,Q9186100,Poland,,,0,0,,no,,,,,,,,
,Central Clinical Hospital Medical University of Łódź,Poland,,,0,0,,no,,,,,,,,
,Centrum Onkologii Bydgoszcz,Poland,,,0,0,,no,,,,,,,,
,"Oncology Center, Curie Institute in Gliwice",Poland,,,0,0,,no,,,,,,,,
,"Oncology Center, Curie Institute in Cracow",Poland,,,0,0,,no,,,,,,,,
,Q9209217,Poland,,,0,0,,no,,,,,,,,
,Q9283780,Poland,,,0,0,,no,,,,,,,,
,Henryk Jordan hospital in Łódź,Poland,,,0,0,,no,,,,,,,,
,Q9333200,Poland,,,0,0,,no,,,,,,,,
,Q9333500,Poland,,,0,0,,no,,,,,,,,
,Q9334438,Poland,,,0,0,,no,,,,,,,,
,Q9340159,Poland,,,0,0,,no,,,,,,,,
,Specjalistyczny Szpital Miejski im. M. Kopernika,Poland,,,0,0,,no,,,,,,,,
,Szpital Zachodni in Grodzisk Mazowiecki,Poland,,,0,0,,no,,,,,,,,
,Q9346334,Poland,,,0,0,,no,,,,,,,,
,Bielański Hospital,Poland,,,0,0,,no,,,,,,,,
,Czerniakowski Hospital,Poland,,,0,0,,no,,,,,,,,
,Bersohns and Baumans Children's Hospital,Poland,,,0,0,,no,,,,,,,,
,Q9352117,Poland,,,0,0,,no,,,,,,,,
,Q9352118,Poland,,,0,0,,no,,,,,,,,
,Evangelical Hospital in Warsaw,Poland,,,0,0,,no,,,,,,,,
,Grochowski Hospital in Warsaw,Poland,,,0,0,,no,,,,,,,,
,Szpital Kliniczny im. Księżnej Anny Mazowieckiej,Poland,,,0,0,,no,,,,,,,,
,Q9352123,Poland,,,0,0,,no,,,,,,,,
,Hospital in Złocieniec,Poland,,,0,0,,no,,,,,,,,
,Q9352125,Poland,,,0,0,,no,,,,,,,,
,Q9352127,Poland,,,0,0,,no,,,,,,,,
,Q9352128,Poland,,,0,0,,no,,,,,,,,
,Hospital in Lesko,Poland,,,0,0,,no,,,,,,,,
,Szpital Powiatowy w Kłodzku,Poland,,,0,0,,no,,,,,,,,
,Q9352132,Poland,,,0,0,,no,,,,,,,,
,Praski Hospital in Warsaw,Poland,,,0,0,,no,,,,,,,,
,University Hospital of Lord’s Transfiguration,Poland,,,0,0,,no,,,,,,,,
,Q9352135,Poland,,,0,0,,no,,,,,,,,
,Q9352136,Poland,,,0,0,,no,,,,,,,,
,Q9352137,Poland,,,0,0,,no,,,,,,,,
,Q9352138,Poland,,,0,0,,no,,,,,,,,
,Q9352139,Poland,,,0,0,,no,,,,,,,,
,Specialistic Hospital in Sanok,Poland,,,0,0,,no,,,,,,,,
,Saint Sophia Hospital in Warsaw,Poland,,,0,0,,no,,,,,,,,
,Jewish Hospital of Warsaw,Poland,,,0,0,,no,,,,,,,,
,Psychiatric hospital in Pruszków Tworki,Poland,,,0,0,,no,,,,,,,,
,University Hospital in Krakow,Poland,,,0,0,,no,,,,,,,,
,Poznań Voivodship Hospital,Poland,,,0,0,,no,,,,,,,,
,Szpital Wojewódzki im. kardynała Stefana Wyszyńskiego w Łomży,Poland,,,0,0,,no,,,,,,,,
,Szpital Wolski,Poland,,,0,0,,no,,,,,,,,
,Brothers Hospitallers Hospital in Katowice,Poland,,,0,0,,no,,,,,,,,
,Szpital im. Franciszka Raszei w Poznaniu,Poland,,,0,0,,no,,,,,,,,
,Q9352153,Poland,,,0,0,,no,,,,,,,,
,Q9352155,Poland,,,0,0,,no,,,,,,,,
,Q9352157,Poland,,,0,0,,no,,,,,,,,
,Saint Elisabeth hospital,Poland,,,0,0,,no,,,,,,,,
,Q9352162,Poland,,,0,0,,no,,,,,,,,
,Q9352164,Poland,,,0,0,,no,,,,,,,,
,University Hospital in Olsztyn,Poland,,,0,0,,no,,,,,,,,
,Hospital in Tarnobrzeg,Poland,,,0,0,,no,,,,,,,,
,Q9352171,Poland,,,0,0,,no,,,,,,,,
,Q9352177,Poland,,,0,0,,no,,,,,,,,
,Q9352178,Poland,,,0,0,,no,,,,,,,,
,Q9352179,Ukraine,,,0,0,,no,,,,,,,,
,Q9352180,Poland,,,0,0,,no,,,,,,,,
,Q9352182,Poland,,,0,0,,no,,,,,,,,
,Q9352183,Poland,,,0,0,,no,,,,,,,,
,Jewish Hospital in Wrocław ul.  Antoni,Poland,,,0,0,,no,,,,,,,,
,Q9352186,Poland,,,0,0,,no,,,,,,,,
,University Clinical Hospital No. 2,Poland,,,0,0,,no,,,,,,,,
,Warsaw Hospital for Children,Poland,,,0,0,,no,,,,,,,,
,Greater Poland Cancer Centre,Poland,,,0,0,,no,,,,,,,,
,Q9373140,Poland,,,0,0,,no,,,,,,,,
,Q9377109,Poland,,,0,0,,no,,,,,,,,
,Q9377111,Poland,,,0,0,,no,,,,,,,,
,Bródnowski Hospital,Poland,,,0,0,,no,,,,,,,,
,Tadeusz Browicz Hospital for Infectious Diseases in Bydgoszczy,Poland,,,0,0,,no,,,,,,,,
,Szpital Zakaźny w Toruniu,Poland,,,0,0,,no,,,,,,,,
,Q9377117,Poland,,,0,0,,no,,,,,,,,
,Copernicus Memorial Hospital,Poland,,,0,0,,no,,,,,,,,
,Q9377119,Poland,,,0,0,,no,,,,,,,,
,Q9377120,Poland,,,0,0,,no,,,,,,,,
,Q9377121,Poland,,,0,0,,no,,,,,,,,
,Provincial Specialist Hospital in Wroclaw,Poland,,,0,0,,no,,,,,,,,
,Szpital Dziecięcy w Toruniu,Poland,,,0,0,,no,,,,,,,,
,Q9377125,Poland,,,0,0,,no,,,,,,,,
,Q9377127,Poland,,,0,0,,no,,,,,,,,
,Q9377151,Poland,,,0,0,,no,,,,,,,,
,Wojskowy Instytut Medyczny z Centralnym Szpitalem Klinicznym Ministerstwa Obrony Narodowej,Poland,,,0,0,,no,,,,,,,,
,Military Institute of Aviation Medicine,Poland,,,0,0,,no,,,,,,,,
,Central Theater Command General Hospital,People's Republic of China,,,0,0,,no,,,,,,,,
,Zofiówka Sanatorium,Poland,,,0,0,,no,,,,,,,,
,Holy Cross Cancer Center,Poland,,,0,0,,no,,,,,,,,
,Associação de Assistência à Criança Deficiente,Brazil,,,0,0,,no,,,,,,,,
,Beneficência Portuguesa de Santos,Brazil,,,0,0,,no,,,,,,,,
,Sociedade Portuguesa de Beneficência,Brazil,,,0,0,,no,,,,,,,,
,Real e Benemérita Associação Portuguesa de Beneficência,Brazil,,,0,0,,no,,,,,,,,
,Casa de Saúde Campinas,Brazil,,,0,0,,no,,,,,,,,
,Casa de Saude Sao Jose,Brazil,,,0,0,,no,,,,,,,,
,Q10131946,Ukraine,,,0,0,,no,,,,,,,,
,Faculdade de Ciências Médicas da Santa Casa de São Paulo,Brazil,,,0,0,,no,,,,,,,,
,Landspítali hospital,Iceland,,,0,0,,no,,,,,,,,
,Langley Porter Psychiatric Hospital,United States,,,0,0,,no,,,,,,,,
,Lanka Hospitals,Sri Lanka,,,0,0,,no,,,,,,,,
,Lankenau Medical Center,United States,,,0,0,,no,,,,,,,,
,Larkin Community Hospital,United States,,,0,0,,no,,,,,,,,
,Latifa Hospital,United Arab Emirates,,,0,0,,no,,,,,,,,
,Launceston General Hospital,Australia,,,0,0,,no,,,,,,,,
,Lauriston Building,United Kingdom,,,0,0,,no,,,,,,,,
,Lawrence Flick State Hospital,United States,,,0,0,,no,,,,,,,,
,LeRoy Sanitarium,United States,,,0,0,,no,,,,,,,,
