reference_no,name,accreditation_no,valid_from,valid_upto,remarks,accreditation_type,country,status,extracted_date
HCO-05-2023-02816,"Manipal Hospitals (East) India Private Limited (MHEIPL) - (Earlier Certificate issued in the Name of AMRI Hospitals Ltd.), Kolkata, West Bengal, India",H-2024-1370,02 May 2024,01 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2024-03202,"Prakriya Hospitals, Bangalore, Karnataka, India",H-2024-1371,02 May 2024,01 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2023-03111,"Shriram Super Speciality Surgical Centre Pvt. Ltd., Jodhpur, Rajasthan, India",H-2024-1372,02 May 2024,01 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2023-03063,"Akanksha Hospital- Unit of Sat Kaival Hospital Pvt. Ltd., Anand, Gujarat, India",H-2024-1373,02 May 2024,01 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2023-03069,"Tx Hospitals Private Limited, Hyderabad, Telangana, India",H-2024-1374,09 May 2024,08 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-02023-02698,"Saveetha Medical College & Hospital, Chennai, Tamil Nadu, India",H-2024-1375,16 May 2024,15 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2023-02702,"Medline Hospital, Karnal, Haryana, India",H-2024-1376,16 May 2024,15 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2023-03070,"Medicover Hospitals (A Unit of Sahrudaya Health Care Pvt. Ltd.), Hyderabad, Telangana, India",H-2024-1377,16 May 2024,15 May 2028,Voluntary Withdrawal w.e.f. 18th February 2025,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2023-03168,"RJN Apollo Spectra Hospital, Gwalior, Madhya Pradesh, India",H-2024-1378,16 May 2024,15 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2023-03127,"City Hospital	, Haridwar, Uttarakhand, India",H-2024-1379,16 May 2024,15 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-02467,"Jaiswal Hospital and Neuro Institute, Kota, Rajasthan, India",H-2024-1380,24 May 2024,23 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-02542,"Sanjiban Hospital (A Unit of Chikitsabrati Udyog), Howrah, West Bengal, India",H-2024-1381,24 May 2024,23 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-02986,"Sidarth Hospitals (A Unit of Uma Gowri Hospitals Ltd.), Hyderabad, Telangana, India",H-2024-1382,24 May 2024,23 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-03040,"Trust Multi Speciality Hospitals, Kakinada, Andhra Pradesh, India",H-2024-1383,06 Jun 2024,05 Jun 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-03104,"Paras Hec Hospital, Ranchi, Jharkhand, India",H-2024-1384,06 Jun 2024,05 Jun 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-02482,"Bhale Ram Multispeciality Hospital, Hisar, Haryana, India",H-2024-1385,13 Jun 2024,12 Jun 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-02731,"Kamla Hospital, Gurgaon, Haryana, India",H-2024-1386,13 Jun 2024,12 Jun 2028,Forced Withdrawal of Accreditation w.e.f. 21st August 2025,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-02855,"Arpa Medcity Hospital & Research Institute, Bilaspur, Chattisgarh, India",H-2024-1387,13 Jun 2024,12 Jun 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2024-03219,"Green City Hospital (A Unit of Aar Aar Medical Services Pvt. Ltd.), Greater Noida, Uttar Pradesh, India",H-2024-1388,13 Jun 2024,12 Jun 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-03112,"Lakshmi Hospital	, Ernakulam, Kerala, India",H-2024-1389,20 Jun 2024,19 Jun 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-02795,"Dhukia Hospital, Jhunjhunu, Rajasthan, India",H-2024-1390,20 Jun 2024,19 Jun 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-02809,"Ujala Cygnus Rainbow Hospital (A Unit of Cygnus Medicare Private Limited), Agra, Uttar Pradesh, India",H-2024-1391,20 Jun 2024,19 Jun 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-02483,"SS Hospital, Alwar, Rajasthan, India",H-2024-1392,04 Jul 2024,03 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-02879,"Kinder Women's Hospital and Fertility Centre (A Unit of Kindorama Healthcare Pvt. Ltd.) , Bangalore, Karnataka, India",H-2024-1393,04 Jul 2024,03 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2024-03203,"Care and Cure Multispeciality Hospital (Unit of NK Remedies Pvt. Ltd.), Ahmedabad, Gujarat, India",H-2024-1394,04 Jul 2024,03 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.811991
HCO-05-2023-02622,"Bhagwan Mahaveer Jain Hospital, Bangalore, Karnataka, India",H-2024-1395,04 Jul 2024,03 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03056,"We Care Multispeciality Hospital, Rohtak, Haryana, India",H-2024-1396,11 Jul 2024,10 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03158,"Numed Superspeciality Hospital (A Unit of Apy Mediservices Pvt Ltd.), Greater Noida, Uttar Pradesh, India",H-2024-1397,11 Jul 2024,10 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03117,"SRG Hospital, Jaipur, Rajasthan, India",H-2024-1398,11 Jul 2024,10 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03126,"V One Hospital, Indore, Madhya Pradesh, India",H-2024-1399,18 Jul 2024,17 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03067,"KRIMS Hospital (Ketki Research Institute of Medical Science), Nagpur, Maharashtra, India",H-2024-1400,25 Jul 2024,24 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2024-03226,"Golden Heart Hospital (A Unit of Mediflex Hospital Associates LLP), Jabalpur, Madhya Pradesh, India",H-2024-1401,25 Jul 2024,24 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03109,"Pacific Institute of Medical Sciences (A Unit of Sai Tirupati University), Udaipur, Rajasthan, India",H-2024-1402,01 Aug 2024,31 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03132,"Solar Hospital : Grace GPS Healthcare Pvt. Ltd., Ahmedabad, Gujarat, India",H-2024-1403,01 Aug 2024,31 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03160,"Lokpriya Hospital, Meerut, Uttar Pradesh, India",H-2024-1404,01 Aug 2024,31 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03171,"Prathima Cancer Hospital Pvt. Ltd., Warangal, Andhra Pradesh, India",H-2024-1405,01 Aug 2024,31 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2024-03300,"Shree Giriraj Hospital, Rajkot, Gujarat, India",H-2024-1406,01 Aug 2024,31 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03156,"Sunshine Hospital, Bhubneshwar, Orissa, India",H-2024-1407,01 Aug 2024,31 Jul 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03026,"Hamidia Hospital, Bhopal, Madhya Pradesh, India",H-2024-1408,08 Aug 2024,07 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-02696,"Pacific Medical College and Hospital, Udaipur, Rajasthan, India",H-2024-1409,08 Aug 2024,07 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03068,"All is Well Hospital, Burhanpur, Madhya Pradesh, India",H-2024-1410,08 Aug 2024,07 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.812988
HCO-05-2023-03172,"Integral Hospital-integral Institute of Medical Sciences & Research, Lucknow, Uttar Pradesh, India",H-2024-1411,08 Aug 2024,07 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.813987
HCO-05-2023-03102,"PRK Hospitals Pvt. Ltd., Hyderabad, Telangana, India",H-2024-1412,08 Aug 2024,07 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.813987
HCO-05-2024-03198,"Kauvery Hospital Medical Services Private Limited, Krishnagiri, Tamil Nadu, India",H-2024-1413,08 Aug 2024,07 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.813987
HCO-05-2023-03120,"Divya Prastha Hospital, Delhi, Delhi, India",H-2024-1414,16 Aug 2024,15 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.813987
HCO-05-2024-03335,"Aravali Hospital, Udaipur, Rajasthan, India",H-2024-1415,16 Aug 2024,15 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.813987
HCO-05-2023-03165,"Anand Hospital (A Unit of Anand Nirogdham Hospital Pvt. Ltd.), Meerut, Uttar Pradesh, India",H-2024-1416,22 Aug 2024,21 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.813987
HCO-05-2024-03209,"Aryaa Neuro Spine & Super Speciality Hospital Pvt. Ltd., Ajmer, Rajasthan, India",H-2024-1417,22 Aug 2024,21 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.814495
HCO-05-2023-03042,"Xenia Hospitals, Hyderabad, Telangana, India",H-2024-1418,22 Aug 2024,21 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.814495
HCO-05-2023-03082,"R R Healthcare, Moradabad, Uttar Pradesh, India",H-2024-1419,22 Aug 2024,21 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.814495
HCO-05-2024-03214,"ESIC Super Speciality Hospital, Hyderabad, Telangana, India",H-2024-1420,22 Aug 2024,21 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.814495
HCO-05-2024-03222,"Manthan Hospital, Hisar, Haryana, India",H-2024-1421,22 Aug 2024,21 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.814495
HCO-05-2023-02550,"Renova Sowmya Cancer Centre, Hyderabad, Telangana, India",H-2024-1422,22 Aug 2024,21 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.815508
HCO-05-2023-03191,"MPCT Hospital, Navi Mumbai, Maharashtra, India",H-2024-1423,29 Aug 2024,28 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.815508
HCO-05-2023-03124,"Pal Balaji Hospital Pvt. Ltd., Jodhpur, Rajasthan, India",H-2024-1424,29 Aug 2024,28 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.816507
HCO-05-2023-03123,"SRM Institute for Medical Science, Chennai, Tamil Nadu, India",H-2024-1425,29 Aug 2024,28 Aug 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.816507
HCO-05-2023-02763,"Mani Superspeciality Hospital, Varanasi, Uttar Pradesh, India",H-2024-1426,05 Sep 2024,04 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.816507
HCO-05-2023-02791,"Fatima Hospital, Lucknow, Uttar Pradesh, India",H-2024-1427,05 Sep 2024,04 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.816507
HCO-05-2024-03248,"Shri Sai Hospital, Ambala, Haryana, India",H-2024-1428,05 Sep 2024,04 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.817509
HCO-05-2023-03187,"Rainbow Children's Medicare Limited, Visakhapatnam, Andhra Pradesh, India",H-2024-1429,05 Sep 2024,04 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.817509
HCO-05-2024-03199,"Aarvy Healthcare, Gurgaon, Haryana, India",H-2024-1430,05 Sep 2024,04 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.817509
HCO-05-2023-02577,"Christian Medical College, Ranipet Campus, Vellore, Tamil Nadu, India",H-2024-1431,12 Sep 2024,11 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818135
HCO-05-2024-03363,"Nirali Hospital (A Unit of Nirali Memorial Medical Trust), Navsari, Gujarat, India",H-2024-1432,12 Sep 2024,11 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818135
HCO-05-2024-03208,"Mavjat Multispeciality Hospital, Banaskantha, Gujarat, India",H-2024-1433,12 Sep 2024,11 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818135
HCO-05-2023-02874,"Kauvery Hospital (A Unit of Sri Kauvery Medical Care India Limited), Tirunelveli, Tamil Nadu, India",H-2024-1434,19 Sep 2024,18 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818135
HCO-05-2024-03237,"Ankura Hospital for Women & Children  (A Unit of Ankura Hospitals LB Nagar Pvt. Ltd.), Hyderabad, Telangana, India",H-2024-1435,19 Sep 2024,18 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818585
HCO-05-2023-02823,"M/s. DVC Hospital & Research Centre (A Unit of Sri Dhulipala Veeraiah Chowdary Memorial Trust) , Guntur, Andhra Pradesh, India",H-2024-1436,26 Sep 2024,25 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818585
HCO-05-2023-03162,"Rhythm Heart Institute (Unit of Synergy Lifecare Pvt. Ltd.), Vadodara, Gujarat, India",H-2024-1437,26 Sep 2024,25 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818585
HCO-05-2024-03210,"Jai Clinic and Nursing Home, Ajmer, Rajasthan, India",H-2024-1438,26 Sep 2024,25 Sep 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818585
HCO-05-2024-03295,"St Anns Jubille Memorial Hospital, Visakhapatnam, Andhra Pradesh, India",H-2024-1439,03 Oct 2024,02 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818585
HCO-05-2024-03314,"Rainbow Hospital (A Unit of B.L. Aggarwal Health Care Private Limited), Sri Ganganagar, Rajasthan, India",H-2024-1440,10 Oct 2024,09 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818585
HCO-05-2024-03293,"Suvira Hospital (A Unit of Suvira Super Hospitals Pvt. Ltd.), Jaipur, Rajasthan, India",H-2024-1441,10 Oct 2024,09 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818585
HCO-05-2024-03323,"Kolhapur Cancer Centre, Kolhapur, Maharashtra, India",H-2024-1442,10 Oct 2024,09 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818585
HCO-05-2024-03320,"Sagar Multispeciality Hospital, Bhopal, Madhya Pradesh, India",H-2024-1443,10 Oct 2024,09 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818585
HCO-05-2024-03206,"Laxmi Narayan Memorial Hospital (A Venture of Fortuna Medicare Pvt. Ltd.), Narsinghpur, Madhya Pradesh, India",H-2024-1444,10 Oct 2024,09 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818585
HCO-05-2023-02755,"Sant Parmanand Hospital, Delhi, Delhi, India",H-2024-1445,10 Oct 2024,09 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818585
HCO-05-2024-03336,"Mary Queens Mission Hospital, Kottayam, Kerala, India",H-2024-1446,10 Oct 2024,09 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.818585
HCO-05-2024-03359,"Nivik Neuro Trauma And Multispeciality Hospital, Jaipur, Rajasthan, India",H-2024-1447,17 Oct 2024,16 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2024-03218,"Kims Kollam Multispeciality Hospital India Private Limited, Kollam, Kerala, India",H-2024-1448,24 Oct 2024,23 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2024-03228,"Narayan Memorial Hospital (A Unit of Narayan Health Services Pvt. Ltd.), Kolkata, West Bengal, India",H-2024-1449,24 Oct 2024,23 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2024-03244,"Ayushman Bhav Health Institute, Panipat, Haryana, India",H-2024-1450,24 Oct 2024,23 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2024-03231,"Jiet Medical College and Hospital (A Unit of Arun Shanti Education Trust), Jodhpur, Rajasthan, India",H-2024-1451,24 Oct 2024,23 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2024-03195,"Rohilkhand Medical College and Hospital, Bareilly, Uttar Pradesh, India",H-2024-1452,24 Oct 2024,23 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2023-02692,"Bharat Vikash Parishad Hospital & Research Center, Kota, Rajasthan, India",H-2024-1453,24 Oct 2024,23 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2023-02971,"Gandhi Hospital, Delhi, Delhi, India",H-2024-1454,24 Oct 2024,23 Oct 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2023-03113,"Dr. Chandramma Dayananda Sagar Institute of Medical Education and Research, Ramanagara, Karnataka, India",H-2024-1455,07 Nov 2024,06 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2023-02782,"GSLTrust Cancer Hospital, East Godavari, Andhra Pradesh, India",H-2024-1456,07 Nov 2024,06 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2024-03313,"Aarogyam Superspeciality Hospital and Research Center, Durg, Chattisgarh, India",H-2024-1457,07 Nov 2024,06 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2024-03322,"Agrawal Hospital, Tonk, Rajasthan, India",H-2024-1458,07 Nov 2024,06 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2024-03386,"Jan Hospital Pali (A Unit of Level 5 Health LLP), Pali, Rajasthan, India",H-2024-1459,07 Nov 2024,06 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2024-03403,"K.K. Patel Super Speciality Hospital, Kachchh, Gujarat, India",H-2024-1460,07 Nov 2024,06 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.819669
HCO-05-2024-03227,"Mamatha Academy of Medical Sciences Hospital, Hyderabad, Telangana, India",H-2024-1461,07 Nov 2024,06 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2023-03125,"MGM Cancer Institute, Chennai, Tamil Nadu, India",H-2024-1462,14 Nov 2024,13 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2024-03380,"Desun Hospital (A Unit of PN Memorial Neurocentre and Research Institute Limited), Siliguri, West Bengal, India",H-2024-1463,14 Nov 2024,13 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2023-02758,"Nazareth Hospital, Allahabad, Uttar Pradesh, India",H-2024-1464,14 Nov 2024,13 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2024-03378,"Mehar Hospital (A Unit of Mehar Mediserve LLP), Mohali, Punjab, India",H-2024-1465,14 Nov 2024,13 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2023-02497,"Asian Vascular Hospitals, Hyderabad, Telangana, India",H-2024-1466,14 Nov 2024,13 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2024-03442,"Pushpanjali Hospital & Research Centre Pvt. Ltd., Agra, Uttar Pradesh, India",H-2024-1467,14 Nov 2024,13 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2024-03379,"Woodlands Multispeciality Hospital Limited, Kolkata, West Bengal, India",H-2024-1468,14 Nov 2024,13 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2023-03130,"WMF's Villoo Poonawalla Memorial Hospital, Pune, Maharashtra, India",H-2024-1469,21 Nov 2024,20 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2024-03331,"Surya Childrens Medicare Private Limited, Mumbai, Maharashtra, India",H-2024-1470,21 Nov 2024,20 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2024-03339,"Vyas Superspeciality Hospital, Jodhpur, Rajasthan, India",H-2024-1471,21 Nov 2024,20 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2024-03230,"Rajkot Cancer Society, Rajkot, Gujarat, India",H-2024-1472,28 Nov 2024,27 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2024-03252,"S.B. Mittal Memorial Heart and Critical Care Hospital, Sikar, Rajasthan, India",H-2024-1473,28 Nov 2024,27 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2024-03344,"Archana Hospitals, Hyderabad, Telangana, India",H-2024-1474,28 Nov 2024,27 Nov 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
HCO-05-2023-03179,"Maitri Hospital (A Unit of Singhvi Medicare and Research Centre Pvt. Ltd.), Kota, Rajasthan, India",H-2024-1475,05 Dec 2024,04 Dec 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.820692
