serial_number,reference_number,name,accreditation_number,valid_from,valid_upto,remarks,additional_info,accreditation_level,accreditation_category,country,source,scraped_date,portal_url,row_number,data_version,city,state,address,valid_from_parsed,valid_upto_parsed,certification_status
506,PEH-2018-1818,"Dr Jayaharan Memorial Hospital, Kanyakumari, Tamil Nadu, India",10 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.181828,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,506,2.0,Kanyakumari,Tamil Nadu,"Kanyakumari, Tamil Nadu, India",,,Unknown
507,PEH-2018-1822,"Srinivas Institute Of Medical Sciences And Research Centre, Mangalore, Karnataka, India",13 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.181828,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,507,2.0,Mangalore,Karnataka,"Mangalore, Karnataka, India",,,Unknown
508,PEH-2018-1824,"Gupta Hospital, Dhamtari, Chattisgarh, India",14 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.184855,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,508,2.0,Dhamtari,Chattisgarh,"Dhamtari, Chattisgarh, India",,,Unknown
509,PEH-2018-1826,"RBM Hospitals, Hyderabad, Telangana, India",15 Nov 2018,Assessment in process,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.184855,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,509,2.0,Hyderabad,Telangana,"Hyderabad, Telangana, India",,,Unknown
510,PEH-2018-1829,"Jindal Sanjeevani Multispeciality Hospital, Bellary, Karnataka, India",20 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.184855,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,510,2.0,Bellary,Karnataka,"Bellary, Karnataka, India",,,Unknown
511,PEH-2018-1833,"Narayan Swroop Hospital, Prayagraj, Uttar Pradesh, India",22 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.184855,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,511,2.0,Prayagraj,Uttar Pradesh,"Prayagraj, Uttar Pradesh, India",,,Unknown
512,PEH-2018-1836,"Shri Ram Singh Multispeciality Hospital, Noida, Uttar Pradesh, India",23 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.184855,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,512,2.0,Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India",,,Unknown
513,PEH-2018-1838,"Ludhiana Mediways Hospital, Ludhiana, Punjab, India",26 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.184855,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,513,2.0,Ludhiana,Punjab,"Ludhiana, Punjab, India",,,Unknown
514,PEH-2018-1839,"Gitaram Hospital Pvt. Ltd., Berhampore, Murshidabad, West Bengal, India",27 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.184855,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,514,2.0,Murshidabad,West Bengal,"Berhampore, Murshidabad, West Bengal, India",,,Unknown
515,PEH-2018-1843,"Pradhama Multi Speciality Hospitals & Research Institute Ltd., Visakhapatnam, Andhra Pradesh, India",29 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.184855,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,515,2.0,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh, India",,,Unknown
516,PEH-2018-1844,"Western India Institute Of Neurosciences, Kolhapur, Maharashtra, India",29 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.184855,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,516,2.0,Kolhapur,Maharashtra,"Kolhapur, Maharashtra, India",,,Unknown
517,PEH-2018-1846,"J.J.Memorial Diagnostics & Hospitals Pvt. Ltd., Dibrugarh, Assam, India",30 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.184855,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,517,2.0,Dibrugarh,Assam,"Dibrugarh, Assam, India",,,Unknown
518,PEH-2018-1849,"IQ City Narayana Multispeciality Hospital (A Division Of Iq City Foundation), Durgapur, West Bengal, India",07 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.186861,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,518,2.0,Durgapur,West Bengal,"Durgapur, West Bengal, India",,,Unknown
519,PEH-2018-1852,"Regency Hospital, Kanpur, Uttar Pradesh, India",11 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.186861,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,519,2.0,Kanpur,Uttar Pradesh,"Kanpur, Uttar Pradesh, India",,,Unknown
520,PEH-2018-1854,"Hirachand Munot Memorial Criticare Hospital, Yavatmal, Maharashtra, India",13 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.186861,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,520,2.0,Yavatmal,Maharashtra,"Yavatmal, Maharashtra, India",,,Unknown
521,PEH-2018-1858,"Giriraj Hospital, Pune, Maharashtra, India",13 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.186861,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,521,2.0,Pune,Maharashtra,"Pune, Maharashtra, India",,,Unknown
522,PEH-2018-1859,"Sarvodya Hospital, Jalandhar, Punjab, India",14 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.186861,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,522,2.0,Jalandhar,Punjab,"Jalandhar, Punjab, India",,,Unknown
523,PEH-2018-1860,"Sreshta Sri Kamala Hospital, Hyderabad, Telangana, India",17 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.186861,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,523,2.0,Hyderabad,Telangana,"Hyderabad, Telangana, India",,,Unknown
524,PEH-2018-1863,"Amit Hospitals Pvt.Ltd., Valsad, Gujarat, India",18 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.186861,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,524,2.0,Valsad,Gujarat,"Valsad, Gujarat, India",,,Unknown
525,PEH-2018-1864,"Tm Hospital (A Unit Of Hrudaya Health Care Pvt.Ltd), Thrissur, Kerala, India",19 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.186861,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,525,2.0,Thrissur,Kerala,"Thrissur, Kerala, India",,,Unknown
526,PEH-2018-1865,"Mahaveer Surgical & Maternity Nursing Home, Aburoad, Sirohi, Rajasthan, India",19 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.186861,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,526,2.0,Sirohi,Rajasthan,"Aburoad, Sirohi, Rajasthan, India",,,Unknown
527,PEH-2018-1867,"Holy Cross Hospital, Giridih, Jharkhand, India",20 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.186861,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,527,2.0,Giridih,Jharkhand,"Giridih, Jharkhand, India",,,Unknown
528,PEH-2018-1868,"Rana Hospital Pvt Ltd, Gorakhpur, Uttar Pradesh, India",20 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.186861,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,528,2.0,Gorakhpur,Uttar Pradesh,"Gorakhpur, Uttar Pradesh, India",,,Unknown
529,PEH-2018-1869,"Alam Hospital And Research Centre, Ranchi, Jharkhand, India",20 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.186861,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,529,2.0,Ranchi,Jharkhand,"Ranchi, Jharkhand, India",,,Unknown
530,PEH-2018-1870,"Harsha Nursing Home, Rajahmundry, Andhra Pradesh, India",20 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.188865,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,530,2.0,Rajahmundry,Andhra Pradesh,"Rajahmundry, Andhra Pradesh, India",,,Unknown
531,PEH-2018-1872,"Line Line Hospital, Palamau, Jharkhand, India",21 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.188865,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,531,2.0,Palamau,Jharkhand,"Palamau, Jharkhand, India",,,Unknown
532,PEH-2018-1873,"Lotus Hospital Managed By: Utkarsh Health Care India Pvt. Ltd., Valsad, Gujarat, India",21 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.188865,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,532,2.0,Valsad,Gujarat,"Valsad, Gujarat, India",,,Unknown
533,PEH-2018-1874,"Baramati Hospitals Pvt Ltd, Baramati, Maharashtra, India",22 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.188865,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,533,2.0,Baramati,Maharashtra,"Baramati, Maharashtra, India",,,Unknown
534,PEH-2018-1875,"Boston Hospital & Research Institute, Gwalior, Madhya Pradesh, India",22 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.190374,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,534,2.0,Gwalior,Madhya Pradesh,"Gwalior, Madhya Pradesh, India",,,Unknown
535,PEH-2018-1876,"Azeezia Medical College Hospital, Kollam, Kerala, India",26 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.190374,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,535,2.0,Kollam,Kerala,"Kollam, Kerala, India",,,Unknown
536,PEH-2018-1877,"Haria L.G.Rotary Hospital, Valsad, Gujarat, India",26 Dec 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.190374,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,536,2.0,Valsad,Gujarat,"Valsad, Gujarat, India",,,Unknown
537,PEH-2019-1881,"Sorake Chandrashekar Hoapital.Pvt Ltd Mangalore, Mangalore, Karnataka, India",01 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.190374,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,537,2.0,Mangalore,Karnataka,"Mangalore, Karnataka, India",,,Unknown
538,PEH-2019-1883,"Kalda Burn & Plastic Surgery Centre, Raipur, Chattisgarh, India",01 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.190374,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,538,2.0,Raipur,Chattisgarh,"Raipur, Chattisgarh, India",,,Unknown
539,PEH-2019-1884,"Mundakayam Medical Trust Hospital (Mmt), Idukki, Kerala, India",02 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.190374,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,539,2.0,Idukki,Kerala,"Idukki, Kerala, India",,,Unknown
540,PEH-2019-1886,"Visaalam Hospital, Pallipalayam, Tamil Nadu, India",05 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.190374,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,540,2.0,Pallipalayam,Tamil Nadu,"Pallipalayam, Tamil Nadu, India",,,Unknown
541,PEH-2019-1887,"SBR Pulse Hospitals, Hyderabad, Telangana, India",08 Jan 2019,Assessment in process,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.192386,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,541,2.0,Hyderabad,Telangana,"Hyderabad, Telangana, India",,,Unknown
542,PEH-2019-1888,"Shree Raghunath Hospital, Ludhiana, Punjab, India",08 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.192386,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,542,2.0,Ludhiana,Punjab,"Ludhiana, Punjab, India",,,Unknown
543,PEH-2019-1890,"St.MaryS Hospital, Kottayam, Kerala, India",08 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.192386,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,543,2.0,Kottayam,Kerala,"Kottayam, Kerala, India",,,Unknown
544,PEH-2019-1892,"North East Cancer Hospital And Research Institute, Guwahati, Assam, India",10 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.192386,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,544,2.0,Guwahati,Assam,"Guwahati, Assam, India",,,Unknown
545,PEH-2019-1894,"A.V.M.Hospital, Buldhana, Maharashtra, India",12 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.192386,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,545,2.0,Buldhana,Maharashtra,"Buldhana, Maharashtra, India",,,Unknown
546,PEH-2019-1895,"Javitri Hospital, Lucknow, Uttar Pradesh, India",12 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.192386,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,546,2.0,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India",,,Unknown
547,PEH-2019-1896,"HLG Memorial Hospital , Asansol, West Bengal, India",16 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.192386,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,547,2.0,Asansol,West Bengal,"Asansol, West Bengal, India",,,Unknown
548,PEH-2019-1898,"Sirohi Medical Centre (P) Ltd, Faridabad, Haryana, India",17 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.192386,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,548,2.0,Faridabad,Haryana,"Faridabad, Haryana, India",,,Unknown
549,PEH-2019-1902,"Ponni Hospital, Tirupur, Tamil Nadu, India",21 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.192386,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,549,2.0,Tirupur,Tamil Nadu,"Tirupur, Tamil Nadu, India",,,Unknown
550,PEH-2019-1903,"Vardan Multispeciality Hospital, Ghaziabad, Uttar Pradesh, India",21 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.192386,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,550,2.0,Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India",,,Unknown
551,PEH-2019-1904,"Tulip Hospitals Pvt Ltd, Pune, Maharashtra, India",21 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.192386,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,551,2.0,Pune,Maharashtra,"Pune, Maharashtra, India",,,Unknown
552,PEH-2019-1905,"Katihar Medical College, Katihar, Bihar, India",21 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.194395,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,552,2.0,Katihar,Bihar,"Katihar, Bihar, India",,,Unknown
553,PEH-2019-1909,"Medistar Hospital Pvt. Ltd., Himatnagar, Gujarat, India",24 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.194395,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,553,2.0,Himatnagar,Gujarat,"Himatnagar, Gujarat, India",,,Unknown
554,PEH-2019-1911,"Getwell Hospital And Research Center, Sikar, Rajasthan, India",25 Jan 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.194395,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,554,2.0,Sikar,Rajasthan,"Sikar, Rajasthan, India",,,Unknown
555,PEH-2019-1915,"Basaveshwar Teaching And General Hospital, Gulbarga, Karnataka, India",04 Feb 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.194395,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,555,2.0,Gulbarga,Karnataka,"Gulbarga, Karnataka, India",,,Unknown
556,PEH-2019-1920,"Sri Sai Life Line Hospital , Karimnagar, Andhra Pradesh, India",06 Feb 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.194395,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,556,2.0,Karimnagar,Andhra Pradesh,"Karimnagar, Andhra Pradesh, India",,,Unknown
557,PEH-2019-1922,"Sacred Heart General Hospital, Cherthala, Kerala, India",09 Feb 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.194395,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,557,2.0,Cherthala,Kerala,"Cherthala, Kerala, India",,,Unknown
558,PEH-2019-1924,"Hunjan Hospital, Ludhiana, Punjab, India",13 Feb 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.194395,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,558,2.0,Ludhiana,Punjab,"Ludhiana, Punjab, India",,,Unknown
559,PEH-2019-1925,"Eves Hospital, Meerut, Uttar Pradesh, India",15 Feb 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.194395,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,559,2.0,Meerut,Uttar Pradesh,"Meerut, Uttar Pradesh, India",,,Unknown
560,PEH-2019-1929,"Green View Clinic Pvt. Ltd., Howrah, West Bengal, India",18 Feb 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.194395,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,560,2.0,Howrah,West Bengal,"Howrah, West Bengal, India",,,Unknown
561,PEH-2019-1930,"Sanskar Hospital And Research Center, Dewas, Madhya Pradesh, India",18 Feb 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.194395,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,561,2.0,Dewas,Madhya Pradesh,"Dewas, Madhya Pradesh, India",,,Unknown
562,PEH-2019-1932,"Avadh Hospital & Heart Centre, Lucknow, Uttar Pradesh, India",20 Feb 2019,Certification Expired,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.194395,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,562,2.0,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India",,,Unknown
563,PEH-2019-1933,"Amit Hospital, Ganjam, Orissa, India",21 Feb 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.194395,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,563,2.0,Ganjam,Orissa,"Ganjam, Orissa, India",,,Unknown
564,PEH-2019-1934,"SCPM Hospital Pvt. Ltd, Gonda, Uttar Pradesh, India",27 Feb 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.196402,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,564,2.0,Gonda,Uttar Pradesh,"Gonda, Uttar Pradesh, India",,,Unknown
565,PEH-2019-1935,"Paret Mar Ivanios Hospital, Kottayam, Kerala, India",28 Feb 2019,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.196402,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,565,2.0,Kottayam,Kerala,"Kottayam, Kerala, India",,,Unknown
